university,store_id,catalog_id,campus,campus_id,term,term_id,department,department_id,course,course_id,section,section_id,scanDate
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,302,302,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,304,304,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,312,312,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,313,313,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,322,322,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,323,323,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,341,341,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,342,342,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,351,351,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,352,352,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,405,405,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,406,406,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,415,415,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,416,416,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,416,416,2,2,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,417,417,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,417,417,2,2,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,443,443,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,444,444,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,453,453,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,454,454,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,487,487,1,1,2022-02-05 9:46:58
Ball State University,9301,,Ball State University Official Bookstore,334,SPRING 2022,334_1_22_W,AFA,334_1_45,489,489,1,1,2022-02-05 9:46:58
